"State","year","month","NO2.AQI","O3.AQI","SO2.AQI","CO.AQI"
"California",2006,10,28.2966976922096,33.6459263037103,5.14892260614561,7.80759913298483
"California",2006,11,31.7715524813351,25.7354084321476,5.55253074220466,10.5136638120334
"California",2006,12,30.9232891325598,21.0621994134897,5.40306536614391,12.7504817459306
"California",2007,1,31.8250775638574,23.6581293297633,5.21166432912576,11.475434570105
"California",2007,2,27.2404538396386,28.8726355166573,4.21296819122906,8.58403914925654
"California",2007,3,28.0417080231596,35.5667535153019,4.15825889164599,7.03038461538462
"California",2007,4,20.6887654320988,39.8921101614435,3.57113770180437,5.30093447293447
"California",2007,5,17.9654857090341,45.4767893575958,3.05656143736789,4.146203933462
"California",2007,6,16.5635897435897,40.4466153846154,3.49041025641026,3.61174358974359
"California",2007,7,15.2627584780811,36.2208478081059,3.36044665012407,3.6578329197684
"California",2007,8,18.6645161290323,41.1674193548387,3.88661290322581,4.4089247311828
"California",2007,9,21.1675384615385,38.5403076923077,3.83964102564103,5.26384615384615
"California",2007,10,28.8607867219857,32.6026644015738,4.54316931600849,8.26829882680631
"California",2007,11,30.9935764482431,25.9633846153846,4.40888319088319,9.79104273504274
"California",2007,12,27.290046870692,24.0469625953497,3.6227368808014,9.62393162393162
"California",2008,1,26.0513492810489,25.0707026257638,3.49912510757895,8.80615168212499
"California",2008,2,27.9289111601835,28.9544334975369,3.75314251741124,8.70396636657041
"California",2008,3,26.3656046400763,36.2507945336088,3.84375496583505,6.16426982361354
"California",2008,4,23.95960591133,45.4795155993432,3.3737684729064,5.02163382594417
"California",2008,5,17.9855210895478,43.7481745103658,2.94088837459249,3.95735313465013
"California",2008,6,19.2570096496318,53.8132328463363,3.92115565345126,4.52192547946621
"California",2008,7,16.4842190113784,46.5160172831433,3.24040288456445,4.05155151248866
"California",2008,8,16.1472771038956,39.6596453437388,3.00867954399656,3.57419766819099
"California",2008,9,21.435697327364,41.3014584181251,3.52084520417854,4.88278388278388
"California",2008,10,31.6672890513269,35.4708803432385,4.44668679485142,7.76747973939298
"California",2008,11,29.7509852216749,24.2607553366174,3.6692118226601,9.3181855500821
"California",2008,12,26.6419993408314,21.2417059519395,3.39328236547369,8.90504440560058
"California",2009,1,29.3496277915633,21.37682382134,3.73826302729529,10.1004962779156
"California",2009,2,25.6406695156695,28.0370879120879,2.8992673992674,7.28657916157916
"California",2009,3,23.5212241521919,37.1161869313482,2.94413978494624,5.90883374689826
"California",2009,4,21.8270072463768,42.8576062801932,3.20479710144928,5.53308695652174
"California",2009,5,15.9618863955119,43.2559209911173,2.79620617110799,3.97443899018233
"California",2009,6,13.5012826086957,37.4172270531401,2.57649758454106,3.22677053140097
"California",2009,7,15.5077956989247,43.0056451612903,2.47720430107527,3.57381720430108
"California",2009,8,19.6444623655914,44.7035483870968,2.40408602150538,5.00016129032258
"California",2009,9,22.757443714364,44.6094504540012,2.73787134443656,5.28053167498095
"California",2009,10,26.0390741212971,32.6611415699775,2.53959475540822,6.90245016787794
"California",2009,11,32.4597661396574,27.2598045674133,2.8467775581906,10.2812198067633
"California",2009,12,28.8404043945769,21.4026467338178,2.77535169365464,10.2855199965999
"California",2010,1,28.9079997024948,21.5127194100897,2.78591121594628,9.35091546602066
"California",2010,2,25.7823398133957,27.5202468339114,2.11037952730499,7.26607243687989
"California",2010,3,25.8727474159369,36.1226473248996,2.07602900907909,5.45242916751043
"California",2010,4,20.1409018759019,38.8657359307359,1.66741702741703,4.58357142857143
"California",2010,5,16.5807149839408,37.8713866778383,1.92549923195084,3.54817762882279
"California",2010,6,13.7993130058347,38.6153146370538,1.78870380826903,3.12357738879478
"California",2010,7,13.7970559127642,39.6770095262381,2.01408064819706,3.12739522048779
"California",2010,8,18.2354875138886,39.9466410751474,2.05421273443714,3.6144529850701
"California",2010,9,24.8649079629442,43.1853736716853,2.75801427879689,5.16161786576279
"California",2010,10,22.4437362403842,31.6263183730715,1.72422733647839,4.95577075098814
"California",2010,11,27.0030168306141,26.9218395626748,1.8755513041497,7.87030067758329
"California",2010,12,25.0844769069173,20.6829443604549,2.1212893207774,8.17822459214465
"California",2011,1,27.716702640251,21.4877167277167,2.13819816981107,8.56137382330931
"California",2011,2,27.0223357925144,30.3875143110857,1.92819225747797,6.95847867740725
"California",2011,3,23.8995476364776,33.7664388098203,1.35635828349955,5.77056868686457
"California",2011,4,18.8137075230191,39.8196469713861,1.44799622197448,3.78706550642058
"California",2011,5,16.6694453634776,46.1029868578256,1.27036485617131,3.46425420457679
"California",2011,6,14.260105889816,40.0238447274679,1.67669692089982,3.0143951593227
"California",2011,7,12.1957821257751,42.0175082724662,1.84956375788774,3.03482790701585
"California",2011,8,15.7182532938985,45.0797300567076,1.90758741440368,3.58136037615701
"California",2011,9,21.2451804368471,49.4364401031068,2.18850902184236,4.37933455433455
